cf,70.0
3.829999999999999716e+01,1.035848595102644709e-01,0.000000000000000000e+00
3.835000000000000142e+01,6.520439804788184801e-02,0.000000000000000000e+00
3.839999999999999858e+01,-6.635145910796862168e-02,0.000000000000000000e+00
3.845000000000000284e+01,-1.092046276987371500e-01,0.000000000000000000e+00
3.850000000000000000e+01,-6.011372349263030113e-06,0.000000000000000000e+00
3.854999999999999716e+01,1.127540021464304570e-01,0.000000000000000000e+00
3.860000000000000142e+01,7.075085751143855850e-02,0.000000000000000000e+00
3.864999999999999858e+01,-7.177383544452319020e-02,0.000000000000000000e+00
3.870000000000000284e+01,-1.177658529065232357e-01,0.000000000000000000e+00
3.875000000000000000e+01,-5.254132093154127459e-06,0.000000000000000000e+00
3.879999999999999716e+01,1.208681199273451967e-01,0.000000000000000000e+00
3.885000000000000142e+01,7.561905064503114671e-02,0.000000000000000000e+00
3.889999999999999858e+01,-7.649275633933011465e-02,0.000000000000000000e+00
3.895000000000000284e+01,-1.251486448599685164e-01,0.000000000000000000e+00
3.900000000000000000e+01,-4.367517666816447044e-06,0.000000000000000000e+00
3.904999999999999716e+01,1.277274163440315913e-01,0.000000000000000000e+00
3.910000000000000142e+01,7.968910637709414324e-02,0.000000000000000000e+00
3.914999999999999858e+01,-8.039202629875867590e-02,0.000000000000000000e+00
3.920000000000000284e+01,-1.311712147190898792e-01,0.000000000000000000e+00
3.925000000000000000e+01,-3.373360461283468262e-06,0.000000000000000000e+00
3.929999999999999716e+01,1.331629927540087799e-01,0.000000000000000000e+00
3.935000000000000142e+01,8.286080642777599037e-02,0.000000000000000000e+00
3.939999999999999858e+01,-8.337563235546985307e-02,0.000000000000000000e+00
3.945000000000000284e+01,-1.356852668262032990e-01,0.000000000000000000e+00
3.950000000000000000e+01,-2.296139921907197059e-06,0.000000000000000000e+00
3.954999999999999716e+01,1.370410072264217904e-01,0.000000000000000000e+00
3.960000000000000142e+01,8.505605301554425290e-02,0.000000000000000000e+00
3.964999999999999858e+01,-8.537010822632441764e-02,0.000000000000000000e+00
3.970000000000000284e+01,-1.385796502371396399e-01,0.000000000000000000e+00
3.975000000000000000e+01,-1.162380797054328471e-06,0.000000000000000000e+00
3.979999999999999716e+01,1.392659701745610767e-01,0.000000000000000000e+00
3.985000000000000142e+01,8.622079188381757964e-02,0.000000000000000000e+00
3.989999999999999858e+01,-8.632634329609960300e-02,0.000000000000000000e+00
3.995000000000000284e+01,-1.397830956264257130e-01,0.000000000000000000e+00
4.000000000000000000e+01,-5.796882579804565200e-15,0.000000000000000000e+00
4.004999999999999716e+01,1.397830956264257685e-01,0.000000000000000000e+00
4.010000000000000142e+01,8.632634329610198998e-02,0.000000000000000000e+00
4.014999999999999858e+01,-8.622079188381577552e-02,0.000000000000000000e+00
4.020000000000000284e+01,-1.392659701745599665e-01,0.000000000000000000e+00
4.025000000000000000e+01,1.162380791425960555e-06,0.000000000000000000e+00
4.029999999999999716e+01,1.385796502371400840e-01,0.000000000000000000e+00
4.035000000000000142e+01,8.537010822633049612e-02,0.000000000000000000e+00
4.039999999999999858e+01,-8.505605301554181041e-02,0.000000000000000000e+00
4.045000000000000284e+01,-1.370410072264195145e-01,0.000000000000000000e+00
4.050000000000000000e+01,2.296139913748362259e-06,0.000000000000000000e+00
4.054999999999999716e+01,1.356852668262013561e-01,0.000000000000000000e+00
4.060000000000000142e+01,8.337563235547659768e-02,0.000000000000000000e+00
4.064999999999999858e+01,-8.286080642777240990e-02,0.000000000000000000e+00
4.070000000000000284e+01,-1.331629927540073088e-01,0.000000000000000000e+00
4.075000000000000000e+01,3.373360453823208638e-06,0.000000000000000000e+00
4.079999999999999716e+01,1.311712147190876310e-01,0.000000000000000000e+00
4.085000000000000142e+01,8.039202629876589234e-02,0.000000000000000000e+00
4.089999999999999858e+01,-7.968910637709401834e-02,0.000000000000000000e+00
4.095000000000000284e+01,-1.277274163440304533e-01,0.000000000000000000e+00
4.100000000000000000e+01,4.367517657619221001e-06,0.000000000000000000e+00
4.104999999999999716e+01,1.251486448599631873e-01,0.000000000000000000e+00
4.110000000000000142e+01,7.649275633933766416e-02,0.000000000000000000e+00
4.114999999999999858e+01,-7.561905064503078588e-02,0.000000000000000000e+00
4.120000000000000284e+01,-1.208681199273449747e-01,0.000000000000000000e+00
4.125000000000000000e+01,5.254132090015429085e-06,0.000000000000000000e+00
4.129999999999999716e+01,1.177658529065184756e-01,0.000000000000000000e+00
4.135000000000000142e+01,7.177383544453132258e-02,0.000000000000000000e+00
4.139999999999999858e+01,-7.075085751143496415e-02,0.000000000000000000e+00
4.145000000000000284e+01,-1.127540021464315673e-01,0.000000000000000000e+00
4.150000000000000000e+01,6.011372347885069291e-06,0.000000000000000000e+00
4.154999999999999716e+01,1.092046276987339581e-01,0.000000000000000000e+00
4.160000000000000142e+01,6.635145910797374258e-02,0.000000000000000000e+00
4.164999999999999858e+01,-6.520439804787814264e-02,0.000000000000000000e+00
4.170000000000000284e+01,-1.035848595102678849e-01,0.000000000000000000e+00
4.175000000000000000e+01,6.620592670641663527e-06,0.000000000000000000e+00
4.179999999999999716e+01,9.967577501429836229e-02,0.000000000000000000e+00
4.185000000000000142e+01,6.035914423090255748e-02,0.000000000000000000e+00
4.189999999999999858e+01,-5.911624449398616282e-02,0.000000000000000000e+00
4.195000000000000284e+01,-9.358646674119272535e-02,0.000000000000000000e+00
4.200000000000000000e+01,7.066792025452982228e-06,0.000000000000000000e+00
4.204999999999999716e+01,8.941392683075190251e-02,0.000000000000000000e+00
4.210000000000000142e+01,5.394444149295326424e-02,0.000000000000000000e+00
4.214999999999999858e+01,-5.263630739568238986e-02,0.000000000000000000e+00
4.220000000000000284e+01,-8.300501745194999170e-02,0.000000000000000000e+00
4.225000000000000000e+01,7.338983511315360068e-06,0.000000000000000000e+00
4.229999999999999716e+01,7.867176390749584802e-02,0.000000000000000000e+00
4.235000000000000142e+01,4.726530216470418294e-02,0.000000000000000000e+00
4.239999999999999858e+01,-4.592414431000341885e-02,0.000000000000000000e+00
4.245000000000000284e+01,-7.210106204185207091e-02,0.000000000000000000e+00
4.250000000000000000e+01,7.430464862787383259e-06,0.000000000000000000e+00
4.254999999999999716e+01,6.771379394689554243e-02,0.000000000000000000e+00
4.260000000000000142e+01,4.048618882321546042e-02,0.000000000000000000e+00
4.264999999999999858e+01,-3.914503096851391223e-02,0.000000000000000000e+00
4.270000000000000284e+01,-6.114309208125345840e-02,0.000000000000000000e+00
4.275000000000000000e+01,7.338983509190544038e-06,0.000000000000000000e+00
4.279999999999999716e+01,5.680983853680034168e-02,0.000000000000000000e+00
4.285000000000000142e+01,3.377402573753602449e-02,0.000000000000000000e+00
4.289999999999999858e+01,-3.246589164026694729e-02,0.000000000000000000e+00
4.295000000000000284e+01,-5.040092915799641859e-02,0.000000000000000000e+00
4.300000000000000000e+01,7.066792026271314311e-06,0.000000000000000000e+00
4.304999999999999716e+01,4.622838924755564433e-02,0.000000000000000000e+00
4.310000000000000142e+01,2.729408863923302175e-02,0.000000000000000000e+00
4.314999999999999858e+01,-2.605118890231679710e-02,0.000000000000000000e+00
4.320000000000000284e+01,-4.013908097445098577e-02,0.000000000000000000e+00
4.325000000000000000e+01,6.620592671085032759e-06,0.000000000000000000e+00
4.329999999999999716e+01,3.622999647848260812e-02,0.000000000000000000e+00
4.335000000000000142e+01,2.120593508534109745e-02,0.000000000000000000e+00
4.339999999999999858e+01,-2.005887402524925145e-02,0.000000000000000000e+00
4.345000000000000284e+01,-3.061022829001388418e-02,0.000000000000000000e+00
4.350000000000000000e+01,6.011372350577509204e-06,0.000000000000000000e+00
4.354999999999999716e+01,2.706085384231690649e-02,0.000000000000000000e+00
4.360000000000000142e+01,1.565947562178111874e-02,0.000000000000000000e+00
4.364999999999999858e+01,-1.463649768869057163e-02,0.000000000000000000e+00
4.370000000000000284e+01,-2.204900308222827385e-02,0.000000000000000000e+00
4.375000000000000000e+01,5.254132091284661370e-06,0.000000000000000000e+00
4.379999999999999716e+01,1.894673606140285030e-02,0.000000000000000000e+00
4.385000000000000142e+01,1.079128248818987321e-02,0.000000000000000000e+00
4.389999999999999858e+01,-9.917576793882837069e-03,0.000000000000000000e+00
4.395000000000000284e+01,-1.466621112878494122e-02,0.000000000000000000e+00
4.400000000000000000e+01,4.367517664060095954e-06,0.000000000000000000e+00
4.404999999999999716e+01,1.208743964471772729e-02,0.000000000000000000e+00
4.410000000000000142e+01,6.721226756123952796e-03,0.000000000000000000e+00
4.414999999999999858e+01,-6.018306834455699160e-03,0.000000000000000000e+00
4.420000000000000284e+01,-8.643641269660537474e-03,0.000000000000000000e+00
4.425000000000000000e+01,3.373360456305430643e-06,0.000000000000000000e+00
4.429999999999999716e+01,6.651863234741139767e-03,0.000000000000000000e+00
4.435000000000000142e+01,3.549526705445907315e-03,0.000000000000000000e+00
4.439999999999999858e+01,-3.034700777746100146e-03,0.000000000000000000e+00
4.445000000000000284e+01,-4.129589162549638162e-03,0.000000000000000000e+00
4.450000000000000000e+01,2.296139918807148799e-06,0.000000000000000000e+00
4.454999999999999716e+01,2.773848762330007045e-03,0.000000000000000000e+00
4.460000000000000142e+01,1.354280117672926548e-03,0.000000000000000000e+00
4.464999999999999858e+01,-1.040224906890567600e-03,0.000000000000000000e+00
4.470000000000000284e+01,-1.235205751609616846e-03,0.000000000000000000e+00
4.475000000000000000e+01,1.162380795866643648e-06,0.000000000000000000e+00
4.479999999999999716e+01,5.488858141874749684e-04,0.000000000000000000e+00
4.485000000000000142e+01,1.895412494017090221e-04,0.000000000000000000e+00
4.489999999999999858e+01,-8.398983711575860032e-05,0.000000000000000000e+00
4.495000000000000284e+01,-3.176036232541865160e-05,0.000000000000000000e+00
4.500000000000000000e+01,6.020021974813923654e-19,0.000000000000000000e+00
4.504999999999999716e+01,3.176036232542692541e-05,0.000000000000000000e+00
4.510000000000000142e+01,8.398983711577376560e-05,0.000000000000000000e+00
4.514999999999999858e+01,-1.895412494017108382e-04,0.000000000000000000e+00
4.520000000000000284e+01,-5.488858141875020734e-04,0.000000000000000000e+00
4.525000000000000000e+01,-1.162380795955709586e-06,0.000000000000000000e+00
4.529999999999999716e+01,1.235205751609692523e-03,0.000000000000000000e+00
4.535000000000000142e+01,1.040224906890689031e-03,0.000000000000000000e+00
4.539999999999999858e+01,-1.354280117672943462e-03,0.000000000000000000e+00
4.545000000000000284e+01,-2.773848762330118501e-03,0.000000000000000000e+00
4.550000000000000000e+01,-2.296139919020652347e-06,0.000000000000000000e+00
4.554999999999999716e+01,4.129589162549847196e-03,0.000000000000000000e+00
4.560000000000000142e+01,3.034700777746269715e-03,0.000000000000000000e+00
4.564999999999999858e+01,-3.549526705445885198e-03,0.000000000000000000e+00
4.570000000000000284e+01,-6.651863234741112879e-03,0.000000000000000000e+00
4.575000000000000000e+01,-3.373360456872948224e-06,0.000000000000000000e+00
4.579999999999999716e+01,8.643641269660688395e-03,0.000000000000000000e+00
4.585000000000000142e+01,6.018306834456229118e-03,0.000000000000000000e+00
4.589999999999999858e+01,-6.721226756123775854e-03,0.000000000000000000e+00
4.595000000000000284e+01,-1.208743964471794934e-02,0.000000000000000000e+00
4.600000000000000000e+01,-4.367517665440838432e-06,0.000000000000000000e+00
4.604999999999999716e+01,1.466621112878521010e-02,0.000000000000000000e+00
4.610000000000000142e+01,9.917576793883501468e-03,0.000000000000000000e+00
4.614999999999999858e+01,-1.079128248819056016e-02,0.000000000000000000e+00
4.620000000000000284e+01,-1.894673606140206967e-02,0.000000000000000000e+00
4.625000000000000000e+01,-5.254132093271561801e-06,0.000000000000000000e+00
4.629999999999999716e+01,2.204900308222751751e-02,0.000000000000000000e+00
4.635000000000000142e+01,1.463649768869312862e-02,0.000000000000000000e+00
4.639999999999999858e+01,-1.565947562178186467e-02,0.000000000000000000e+00
4.645000000000000284e+01,-2.706085384231690302e-02,0.000000000000000000e+00
4.650000000000000000e+01,-6.011372351140608237e-06,0.000000000000000000e+00
4.654999999999999716e+01,3.061022829001311396e-02,0.000000000000000000e+00
4.660000000000000142e+01,2.005887402525307478e-02,0.000000000000000000e+00
4.664999999999999858e+01,-2.120593508534082336e-02,0.000000000000000000e+00
4.670000000000000284e+01,-3.622999647848292037e-02,0.000000000000000000e+00
4.675000000000000000e+01,-6.620592671331991144e-06,0.000000000000000000e+00
4.679999999999999716e+01,4.013908097444771061e-02,0.000000000000000000e+00
4.685000000000000142e+01,2.605118890232069329e-02,0.000000000000000000e+00
4.689999999999999858e+01,-2.729408863923189071e-02,0.000000000000000000e+00
4.695000000000000284e+01,-4.622838924755869050e-02,0.000000000000000000e+00
4.700000000000000000e+01,-7.066792025019260701e-06,0.000000000000000000e+00
4.704999999999999716e+01,5.040092915799432999e-02,0.000000000000000000e+00
4.710000000000000142e+01,3.246589164027010449e-02,0.000000000000000000e+00
4.714999999999999858e+01,-3.377402573753494897e-02,0.000000000000000000e+00
4.720000000000000284e+01,-5.680983853680390133e-02,0.000000000000000000e+00
4.725000000000000000e+01,-7.338983509220197815e-06,0.000000000000000000e+00
4.729999999999999716e+01,6.114309208124922568e-02,0.000000000000000000e+00
4.735000000000000142e+01,3.914503096851616737e-02,0.000000000000000000e+00
4.739999999999999858e+01,-4.048618882320836887e-02,0.000000000000000000e+00
4.745000000000000284e+01,-6.771379394690123232e-02,0.000000000000000000e+00
4.750000000000000000e+01,-7.430464862208179589e-06,0.000000000000000000e+00
4.754999999999999716e+01,7.210106204185337542e-02,0.000000000000000000e+00
4.760000000000000142e+01,4.592414431000203107e-02,0.000000000000000000e+00
4.764999999999999858e+01,-4.726530216470001960e-02,0.000000000000000000e+00
4.770000000000000284e+01,-7.867176390749996973e-02,0.000000000000000000e+00
4.775000000000000000e+01,-7.338983513789517049e-06,0.000000000000000000e+00
4.779999999999999716e+01,8.300501745195039416e-02,0.000000000000000000e+00
4.785000000000000142e+01,5.263630739568063432e-02,0.000000000000000000e+00
4.789999999999999858e+01,-5.394444149294543023e-02,0.000000000000000000e+00
4.795000000000000284e+01,-8.941392683075433112e-02,0.000000000000000000e+00
4.800000000000000000e+01,-7.066792032697937935e-06,0.000000000000000000e+00
4.804999999999999716e+01,9.358646674119676379e-02,0.000000000000000000e+00
4.810000000000000142e+01,5.911624449398707182e-02,0.000000000000000000e+00
4.814999999999999858e+01,-6.035914423090300851e-02,0.000000000000000000e+00
4.820000000000000284e+01,-9.967577501429723819e-02,0.000000000000000000e+00
4.825000000000000000e+01,-6.620592671759000781e-06,0.000000000000000000e+00
4.829999999999999716e+01,1.035848595102673991e-01,0.000000000000000000e+00
4.835000000000000142e+01,6.520439804787867000e-02,0.000000000000000000e+00
4.839999999999999858e+01,-6.635145910796705349e-02,0.000000000000000000e+00
4.845000000000000284e+01,-1.092046276987327785e-01,0.000000000000000000e+00
4.850000000000000000e+01,-6.011372353944495662e-06,0.000000000000000000e+00
4.854999999999999716e+01,1.127540021464315534e-01,0.000000000000000000e+00
4.860000000000000142e+01,7.075085751144100099e-02,0.000000000000000000e+00
4.864999999999999858e+01,-7.177383544452839437e-02,0.000000000000000000e+00
4.870000000000000284e+01,-1.177658529065216952e-01,0.000000000000000000e+00
4.875000000000000000e+01,-5.254132091694402547e-06,0.000000000000000000e+00
4.879999999999999716e+01,1.208681199273438089e-01,0.000000000000000000e+00
4.885000000000000142e+01,7.561905064503122997e-02,0.000000000000000000e+00
4.889999999999999858e+01,-7.649275633933476370e-02,0.000000000000000000e+00
4.895000000000000284e+01,-1.251486448599663792e-01,0.000000000000000000e+00
4.900000000000000000e+01,-4.367517666380592688e-06,0.000000000000000000e+00
4.904999999999999716e+01,1.277274163440275945e-01,0.000000000000000000e+00
4.910000000000000142e+01,7.968910637709998579e-02,0.000000000000000000e+00
4.914999999999999858e+01,-8.039202629875916162e-02,0.000000000000000000e+00
4.920000000000000284e+01,-1.311712147190925715e-01,0.000000000000000000e+00
4.925000000000000000e+01,-3.373360458072486638e-06,0.000000000000000000e+00
4.929999999999999716e+01,1.331629927540070313e-01,0.000000000000000000e+00
4.935000000000000142e+01,8.286080642777390870e-02,0.000000000000000000e+00
4.939999999999999858e+01,-8.337563235546700813e-02,0.000000000000000000e+00
4.945000000000000284e+01,-1.356852668262026052e-01,0.000000000000000000e+00
4.950000000000000000e+01,-2.296139922676982296e-06,0.000000000000000000e+00
4.954999999999999716e+01,1.370410072264201529e-01,0.000000000000000000e+00
4.960000000000000142e+01,8.505605301554916564e-02,0.000000000000000000e+00
4.964999999999999858e+01,-8.537010822632000451e-02,0.000000000000000000e+00
4.970000000000000284e+01,-1.385796502371431649e-01,0.000000000000000000e+00
4.975000000000000000e+01,-1.162380803912339199e-06,0.000000000000000000e+00
4.979999999999999716e+01,1.392659701745638523e-01,0.000000000000000000e+00
4.985000000000000142e+01,8.622079188381528980e-02,0.000000000000000000e+00
4.989999999999999858e+01,-8.632634329610178181e-02,0.000000000000000000e+00
4.995000000000000284e+01,-1.397830956264192737e-01,0.000000000000000000e+00
5.000000000000000000e+01,-8.665273258320633359e-15,0.000000000000000000e+00
5.004999999999999716e+01,1.397830956264256019e-01,0.000000000000000000e+00
5.010000000000000142e+01,8.632634329610909540e-02,0.000000000000000000e+00
5.014999999999999858e+01,-8.622079188381559511e-02,0.000000000000000000e+00
5.020000000000000284e+01,-1.392659701745590783e-01,0.000000000000000000e+00
5.025000000000000000e+01,1.162380784567996414e-06,0.000000000000000000e+00
5.029999999999999716e+01,1.385796502371403616e-01,0.000000000000000000e+00
5.035000000000000142e+01,8.537010822633586682e-02,0.000000000000000000e+00
5.039999999999999858e+01,-8.505605301554844400e-02,0.000000000000000000e+00
5.045000000000000284e+01,-1.370410072264161006e-01,0.000000000000000000e+00
5.050000000000000000e+01,2.296139914592957445e-06,0.000000000000000000e+00
5.054999999999999716e+01,1.356852668261950279e-01,0.000000000000000000e+00
5.060000000000000142e+01,8.337563235548156593e-02,0.000000000000000000e+00
5.064999999999999858e+01,-8.286080642777794714e-02,0.000000000000000000e+00
5.070000000000000284e+01,-1.331629927540094183e-01,0.000000000000000000e+00
5.075000000000000000e+01,3.373360456079601072e-06,0.000000000000000000e+00
5.079999999999999716e+01,1.311712147190825239e-01,0.000000000000000000e+00
5.085000000000000142e+01,8.039202629877330308e-02,0.000000000000000000e+00
5.089999999999999858e+01,-7.968910637709709921e-02,0.000000000000000000e+00
5.095000000000000284e+01,-1.277274163440338117e-01,0.000000000000000000e+00
5.100000000000000000e+01,4.367517667611110485e-06,0.000000000000000000e+00
5.104999999999999716e+01,1.251486448599561929e-01,0.000000000000000000e+00
5.110000000000000142e+01,7.649275633934063401e-02,0.000000000000000000e+00
5.114999999999999858e+01,-7.561905064502255636e-02,0.000000000000000000e+00
